decision_time,rank,symbol,score,score_z,target_weight,vol_20,sleeve_scale,benchmark_vol_20,benchmark_drawdown,risk_reasons,label_excess
2021-01-04T14:30:00+00:00,1,AMD,0.06916241502104611,2.6350541789315427,0.05,0.2707004389174312,1.0,0.0,0.0,,-0.143722057124437
2021-01-04T14:30:00+00:00,2,TSLA,0.06916241502104611,2.6350541789315427,0.05,0.6037239762576272,1.0,0.0,0.0,,-0.2618478694252978
2021-01-04T14:30:00+00:00,3,DIS,0.05129089180397356,1.9247419685426652,0.04999999999999999,0.510412252913115,1.0,0.0,0.0,,-0.1834771525758661
2021-04-06T13:30:00+00:00,1,DE,0.06916241502104611,2.135163351470732,0.05,0.23472027579283658,1.0,0.12186580241583427,-0.0005619878100703302,,-0.16062097107909223
2021-04-06T13:30:00+00:00,2,GE,0.06916241502104611,2.135163351470732,0.05,0.49994385020602694,1.0,0.12186580241583427,-0.0005619878100703302,,-0.08174082619320303
2021-04-06T13:30:00+00:00,3,AMAT,0.06429420578558478,1.9485895066521501,0.04999999999999999,0.5683864027109244,1.0,0.12186580241583427,-0.0005619878100703302,,-0.17153015398978208
2021-07-06T13:30:00+00:00,1,AXP,0.04916054687164063,2.096894984894314,0.05,0.2544457239000889,1.0,0.08494963071977996,-0.0018809986385748267,,
2021-07-06T13:30:00+00:00,2,DE,0.04916054687164063,2.096894984894314,0.05,0.21224732105321895,1.0,0.08494963071977996,-0.0018809986385748267,,
2021-07-06T13:30:00+00:00,3,GE,0.04916054687164063,2.096894984894314,0.04999999999999999,0.2766358702870143,1.0,0.08494963071977996,-0.0018809986385748267,,
2021-10-04T13:30:00+00:00,1,TSLA,0.04916054687164063,2.601786033658057,0.05,0.2598025411728608,1.0,0.13969827050090042,-0.05093772757051829,,
2021-10-04T13:30:00+00:00,2,AMD,0.03364050772108583,1.9645225752142148,0.05,0.32597878015850007,1.0,0.13969827050090042,-0.05093772757051829,,
2021-10-04T13:30:00+00:00,3,AMAT,0.02215106756455086,1.4927582775400494,0.04999999999999998,0.39270256892531563,1.0,0.13969827050090042,-0.05093772757051829,,
